report_id,key,value,metric,graph,aggregation
091377691,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
094391347,vmt-donut-roadtype,Vehicle Miles Traveled by Road Type,vmt,donut,roadtype
094391347,pop-donut-sourcetype,Population by Vehicle Type,pop,donut,sourcetype
094391347,starts-line-sourcecar,Vehicle Starts over Time for Passenger Vehicle Starts,starts,line,sourcecar
094391347,ratevehicles-line-sourcebus,Emissions Rate (per vehicle) over Time for Buses,ratevehicles,line,sourcebus
094391347,emissions-map-upper,Emissions in My Region,emissions,map,upper
094391347,ratevmt-map-lower,Emissions Rate (per mile) Mapped by Area,ratevmt,map,lower
094391347,starts-multiline-roadtype,Vehicle Starts by Road Type over Time,starts,multiline,roadtype
094391347,hotelo-multiline-sourcetype,Hotelling (Engines Off) by Vehicle Type over Time,hotelo,multiline,sourcetype
094391347,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
094391347,ratevehicles-rank,Areas Ranked by Emissions Rate (per vehicle),ratevehicles,rank,profile
095376567,ratepop-donut-regclass,Emissions Rate (per capita) by Regulatory Class,ratepop,donut,regclass
095376567,starts-donut-roadtype,Vehicle Starts by Road Type,starts,donut,roadtype
095376567,pop-line-overall,Population Overall over Time,pop,line,overall
095376567,starts-line-sourcecar,Vehicle Starts over Time for Passenger Vehicle Starts,starts,line,sourcecar
095376567,ratepop-map-upper,Emissions Rate (per capita) in My Region,ratepop,map,upper
095376567,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
095376567,vehicles-multiline-roadtype,Vehicles by Road Type over Time,vehicles,multiline,roadtype
095376567,emissions-multiline-roadtype,Emissions by Road Type over Time,emissions,multiline,roadtype
095376567,vmt-rank,Areas Ranked by Vehicle Miles Traveled,vmt,rank,profile
095376567,hoteld-rank,Areas Ranked by Hotelling (Diesel Aux),hoteld,rank,profile
096081223,hotelo-donut-overall,Hotelling (Engines Off) Overall by Area,hotelo,donut,overall
096081223,ratepop-donut-sourcetype,Emissions Rate (per capita) by Vehicle Type,ratepop,donut,sourcetype
096081223,vehicles-line-sourcecar,Vehicles over Time for Passenger Vehicles,vehicles,line,sourcecar
096081223,ratevehicles-line-sourcecar,Emissions Rate (per vehicle) over Time for Passenger Vehicles,ratevehicles,line,sourcecar
096081223,emissions-map-upper,Emissions in My Region,emissions,map,upper
096081223,hoteld-map-lower,Hotelling (Diesel Aux) Mapped by Area,hoteld,map,lower
096081223,idlehours-multiline-sourcetype,Idling by Vehicle Type over Time,idlehours,multiline,sourcetype
096081223,emissions-multiline-regclass,Emissions by Regulatory Class over Time,emissions,multiline,regclass
096081223,ratepop-rank,Areas Ranked by Emissions Rate (per capita),ratepop,rank,profile
096081223,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
098321597,starts-donut-fueltype,Vehicle Starts by Fuel Type,starts,donut,fueltype
098321597,ratevehicles-donut-regclass,Emissions Rate (per vehicle) by Regulatory Class,ratevehicles,donut,regclass
098321597,pop-line-sourcecar,Population over Time for Passenger Vehicles,pop,line,sourcecar
098321597,idlehours-line-sourcecar,Idling over Time for Passenger Idling,idlehours,line,sourcecar
098321597,ratevmt-map-upper,Emissions Rate (per mile) in My Region,ratevmt,map,upper
098321597,starts-map-lower,Vehicle Starts Mapped by Area,starts,map,lower
098321597,starts-multiline-fueltype,Vehicle Starts by Fuel Type over Time,starts,multiline,fueltype
098321597,hoteld-multiline-roadtype,Hotelling (Diesel Aux) by Road Type over Time,hoteld,multiline,roadtype
098321597,emissions-rank,Areas Ranked by Emissions,emissions,rank,profile
098321597,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
098705006,ratevehicles-donut-overall,Emissions Rate (per vehicle) Overall by Area,ratevehicles,donut,overall
098705006,pop-donut-regclass,Population by Regulatory Class,pop,donut,regclass
098705006,ratevmt-line-sourcebus,Emissions Rate (per mile) over Time for Buses,ratevmt,line,sourcebus
098705006,hoteld-line-sourcebus,Hotelling (Diesel Aux) over Time for Buses,hoteld,line,sourcebus
098705006,hotelo-map-lower,Hotelling (Engines Off) Mapped by Area,hotelo,map,lower
098705006,pop-map-upper,Population in My Region,pop,map,upper
098705006,vmt-multiline-fueltype,Vehicle Miles Traveled by Fuel Type over Time,vmt,multiline,fueltype
098705006,idlehours-multiline-sourcetype,Idling by Vehicle Type over Time,idlehours,multiline,sourcetype
098705006,sourcehours-rank,Areas Ranked by Time Driven,sourcehours,rank,profile
098705006,ratevmt-rank,Areas Ranked by Emissions Rate (per mile),ratevmt,rank,profile
099527282,hoteld-donut-regclass,Hotelling (Diesel Aux) by Regulatory Class,hoteld,donut,regclass
099527282,starts-donut-overall,Vehicle Starts Overall by Area,starts,donut,overall
099527282,ratevmt-line-sourcebus,Emissions Rate (per mile) over Time for Buses,ratevmt,line,sourcebus
099527282,vmt-line-sourcecar,Vehicle Miles Traveled over Time for Passenger Vehicles,vmt,line,sourcecar
099527282,vehicles-map-upper,Vehicles in My Region,vehicles,map,upper
099527282,ratevmt-map-upper,Emissions Rate (per mile) in My Region,ratevmt,map,upper
099527282,sourcehours-multiline-regclass,Time Driven by Regulatory Class over Time,sourcehours,multiline,regclass
099527282,vmt-multiline-overall,Vehicle Miles Traveled by Area over Time,vmt,multiline,overall
099527282,vehicles-rank,Areas Ranked by Vehicles,vehicles,rank,profile
099527282,hotelo-rank,Areas Ranked by Hotelling (Engines Off),hotelo,rank,profile
